LINENAME;DIRECTIONCODE;TIMEPROFILENAME;INDEX;POSTRUNTIME;POSTLENGTH;ACCUMRUNTIME;STOPTIME;LINEROUTEITEM\STOPPOINT\NAME
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;4;64;0.539643341;148;20;Ул. Коммунистическая
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;5;278;2.309183776;232;20;Ул. Красина
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;6;66;0.545603154;530;20;Ул. Революционная
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;7;34;0.290259655;616;25;Республиканская клиническая больница им. Куватова (РКБ им. Куватова)
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;8;83;0.696500676;675;25;Ул. Кирова
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;9;37;0.312257839;783;25;Ул. Новомостовая
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;10;91;0.758689068;845;25;ул. Воровского
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;11;78;0.653193209;961;25;Ул. Красногвардейская
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;12;86;0.718965885;1064;25;Ул. Менделеева
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;13;84;0.687735618;1175;25;Хлопчатобумажный комбинат (ХБК)
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;14;68;0.569618621;1284;25;Уфимский колледж библиотечного дела и массовых коммуникаций
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;<;B;15;0;0;1377;0;"Санаторий ""Зеленая роща"""
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;1;156;1.283673327;0;0;"Санаторий ""Зеленая роща"""
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;2;38;0.321157277;156;25;Хлопчатобумажный комбинат (ХБК)
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;3;40;0.333982731;219;25;Трикотажная фабрика
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;4;83;0.691446678;284;25;Ул. Менделеева
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;5;92;0.772067633;392;25;Ул. Красногвардейская
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;6;34;0.28250899;509;25;ул. Воровского
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;7;84;0.703739901;568;25;Ул. Новомостовая
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;8;32;0.272129464;677;25;Ул. Кирова
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;9;33;0.280420541;734;25;Республиканская клиническая больница им. Куватова (РКБ им. Куватова)
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;10;19;0.15564776;792;25;Студенческая
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;11;172;1.433118001;836;20;Ул. Революционная
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;12;44;0.361491939;1028;20;Ул. Карла Маркса
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;13;173;1.436158733;1092;20;Ул. Аксакова
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;14;43;0.358225444;1285;20;Ул. Свердлова
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;15;45;0.378502677;1348;20;Ул. Мажита Гафури
Г 016(Тм) Санаторий «Зеленая роща» - Ул. Пушкина;>;B;16;0;0;1413;0;Ул. Пушкина
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;1;71;0.494560258;0;0;Ул. Дагестанская
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;2;57;0.470331876;71;20;Южный рынок
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;3;63;0.487783679;148;20;Ул. Островского
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;4;82;0.575439164;231;20;Музей 112 Башкирской кавалерийской дивизии
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;5;33;0.22535035;333;20;Ул. Новороссийская
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;6;43;0.298393764;386;25;Школа №113
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;7;115;0.791802448;454;25;"Подростковый клуб ""Спутник"""
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;8;34;0.236064746;594;25;"ООО ""Нефтегеофизика"""
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;9;62;0.426592115;653;25;Ул. Армянская
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;10;68;0.4750158;740;25;Ул. Ермекеевская
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;11;65;0.447959723;833;25;Пожарная часть №6
Г 016А Ул. Крайняя - ул. Дагестанская;<;B;12;0;0;923;0;Ул. Крайняя
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;1;59;0.404893133;0;0;Ул. Крайняя
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;2;69;0.486088724;59;25;Пожарная часть №6
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;3;61;0.419412612;153;25;Ул. Ермекеевская
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;4;45;0.307028074;239;25;Ул. Армянская
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;5;115;0.792849587;309;25;"ООО ""Нефтегеофизика"""
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;6;44;0.305055696;449;25;"Подростковый клуб ""Спутник"""
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;7;32;0.22338509;518;25;Школа №113
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;8;72;0.500278101;575;20;Ул. Новороссийская
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;9;79;0.54431145;667;25;Музей 112 Башкирской кавалерийской дивизии
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;10;85;0.640519943;771;25;"Дворец детского и юношеского творчества ""Орион"""
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;11;124;0.932524911;881;20;Ул. Островского
Г 016А Ул. Крайняя - ул. Дагестанская;>;B;12;0;0;1025;0;Ул. Дагестанская
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;1;68;0.565747159;0;0;"Торговый комплекс ""Центральный"""
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;2;102;0.851631839;68;20;Дом печати
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;3;62;0.52389585;190;20;Башкирский государственный аграрный университет
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;4;79;0.651049479;272;20;"Фирма ""Мир"""
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;5;84;0.573536476;371;20;Ул. им. города Галле
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;6;150;1.004867127;475;20;Южный автовокзал
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;7;87;0.581363331;645;20;Зеленая гора
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;8;191;1.278343782;752;20;Речная
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;9;91;0.608683048;963;25;Автодром
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;10;73;0.485804718;1079;25;Базисный проезд
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;11;204;1.359123338;1177;25;Микрорайон Сафроновский
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;12;93;0.615824952;1406;25;Ул. Аграрная
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;13;160;1.063389649;1524;25;"Поселок ""8-ое Марта"""
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;14;202;1.348652475;1709;25;Кооператив
Г 018(Тб) Эко-парк Сосны - ТК Центральный;<;B;15;0;0;1936;0;Гора
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;1;202;1.348652475;0;0;Гора
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;2;160;1.063389649;202;25;Кооператив
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;3;84;0.559;387;25;"Поселок ""8-ое Марта"""
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;4;201;1.337106077;496;25;Ул. Аграрная
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;5;76;0.506678211;722;25;Микрорайон Сафроновский
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;6;147;0.978633093;823;25;Базисный проезд
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;7;202;1.344890137;995;25;Автодром
Г 018(Тб) Эко-парк Сосны - ТК Центральный;>;B;8;84;0.564549981;1222;20;Речная
